join,envelope,full_title,short_title,subject,call_num,scan_num,url
26241,"E0285604,E0291101,N0411432,N0405647",Bosforʺ po opisi gg. Ch. Plua i Manena 1854 g. podʺ nabli︠u︡denīemʺ frant︠s︡uzskago Admirala Gamelina. Otʺ bukhty Chibukli do skaly Dikili po opisi ofit︠s︡erovʺ Angliĭskago voennago suda Spitfaĭr 1853 g. / Kopirovali khimicheskoi︠u︡ tushi︠u︡: P. Anisimovʺ i V. Akovenkovʺ vidy kopirovalʺ Kol. Sekret. Iv. Abramovʺ. Korrektirovalʺ Podporuchikʺ P. Bri︠a︡nt︠s︡evʺ. ; Pechatano sʺ kamni︠a︡ pri Gidrograficheskomʺ Departamenti︠e︡ Morskago M-va vʺ 1882 g; Босфоръ по описи гг. Ч. Плуа и Манена 1854 г. подъ наблюденіемъ французскаго Адмирала Гамелина. Отъ бухты Чибукли до скалы Дикили по описи офицеровъ Английскаго военнаго суда Спитфайр 1853 г. / Копировали химическою тушю: П. Анисимовъ и В. Аковенковъ виды копировалъ Кол. Секрет. Ив. Абрамовъ. Корректировалъ Подпоручикъ П. Брянцевъ. ; Печатано съ камня при Гидрографическомъ Департаментѣ Морскаго М-ва въ 1882 г,"Bosporus Strait, 1882",Nautical charts -- Turkey -- Turkish Straits;  Nautical charts -- Turkey -- Bosporus;  Turkish Straits (Turkey) -- Maps;  Bosporus (Turkey) -- Maps;  Istanbul (Turkey) -- Maps;,Russia Chart 244 1882,agsmap027414,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/26241
26646,"E1502103,E1505959,N0593600,N0592832",Bukhta Nagaeva (Volok) Po menzulʹnoĭ sʺemki︠e︡ Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okena 1912 g. / Sʺemka i chernīe Podpolkovnika Velʹiozhnago; Kopiroval Kap. mal. pl. Mat︠s︡evich; Tipo-litografīi︠a︡ Īosif Korotʹ. Vladivostok. ; Nachalʹnik Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago Okeana ; Gidrograf-Geodezist Davydov; Бухта Нагаева (Волокъ) По мензульной съемкѣ Гидрографической Экспедиціи Восточнаго океана 1912 г. / Съемка и черніе Подполковника Вельиожнаго; Копировалъ Кап. мал. пл. Мацевичъ; Типо-литографія Іосифъ Короть. Владивостокъ. ; Нaчальникъ Гидрографической Экспедиціи Восточнаго Океана ; Гидрографъ-Геодезистъ Давыдовъ,"Russia, Nagaev Bay, 1912","Nautical charts -- Okhotsk, Sea of -- Maps;  Coasts -- Okhotsk, Sea of -- Maps;  Nautical charts -- Russia (Federation) -- Magadanskai︠a︡ oblastʹ -- Maps;  Coasts -- Russia (Federation) -- Magadanskai︠a︡ oblastʹ -- Maps;",Russia Chart 218 1912,agsmap027451,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/26646
26647,"E0211758,E0212659,N0594801,N0594500",Planʺ Uzkosti Utė-Chekarskago farvater. / Kopirovalʺ khimicheskoi︠u︡ tushʹi︠u︡: P. Anisimovʺ i K. Breĭtshprekherʺ. Korrektirovalʺ Poruchikʺ P. Bri︠a︡nt︠s︡evʺ ; Pechatano sʺ kamni︠a︡ vʺ Glavnomʺ Gidrograficheskomʺ Upravlenīi Mgo Mstva vʺ 1888 godu; Планъ Узкости Утэ-Чекарскаго фарватера / Копировалъ химическою тушью: П. Анисимовъ и К. Брейтшпрехеръ. Корректировалъ Поручикъ П. Брянцевъ ; Печатано съ камня въ Главномъ Гидрографическомъ Управленіи Мго Мства въ 1888 году,"Finland, Åland, 1892","Nautical charts -- Bothnia, Gulf of -- Maps;  Nautical charts -- Finland -- Åland -- Maps;  Coasts -- Finland -- Åland -- Maps;  Åland (Finland) -- Maps;",Russia Chart 206 1892,agsmap027452,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/26647
26865,"E0211758,E0212659,N0594801,N0594500",Karta Aboskikhʺ shkher no. VII-ĭ (Utė-Chekarskīĭ farvater.) Kʺ neĭ prilozhenīe: planʺ Uzkosti Utė-Chekarskago Farvatera / Izdana Glavnym Gidrograficheskimʺ Upravlenīem Mgo Mstva vʺ 1888 g. ; Sostavli︠a︡lʺ Podporuchikʺ P. Mikhelʹsonʺ. Kopirovalʺ khimicheskoi︠u︡ tushʹi︠u︡: P. Anisimovʺ i K. Breĭtshprekherʺ. Korrektirovalʺ Poruchikʺ P. Bri︠a︡nt︠s︡evʺ ; Pechatano sʺ kamni︠a︡ vʺ Glavnomʺ Gidrograficheskomʺ Upravlenīi vʺ 1888 g; Карта Абоскихъ шхеръ no. VII-й (Утэ-Чекарскій фарватеръ.) Къ ней приложеніе: планъ Узкости Утэ-Чекарскаго Фарватера / Издана Главнымъ Гидрографическимъ Управленіемъ Мго Мства въ 1888 г. ; Составлялъ Подпоручикъ П. Михельсонъ. Копировалъ химическою тушью: П. Анисимовъ и К. Брейтшпрехеръ. Корректировалъ Поручикъ П. Брянцевъ ; Печатано съ камня въ Главномъ Гидрографическомъ Управленіи въ 1888 г,"Finland, Åland, 1892","Nautical charts -- Finland -- Åland -- Maps;  Nautical charts -- Bothnia, Gulf of -- Maps;  Coasts -- Finland -- Åland -- Maps;  Åland (Finland) -- Maps;",Russia Chart 204 1892,agsmap027462,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/26865
27388,"E0373600,E0415900,N0421200,N0404800",Karta chasti I︠U︡zhnago Berega Chernago Mori︠a︡ otʺ Mysa I︠A︡zona do Ri︠e︡ki Rīona. ; List 6 / Opisi Kapitanʺ-Leĭtenanta E. Manganari. 1834 ; Gravirovano vʺ S. Peterburgi︠e︡ 1841 goda; Карта части Южнаго Берега Черного Моря отъ Мыса Язона до Рѣки Ріиона. ; Лист 6 / Описи Капитанъ-Лейтенанта Е. Манганари. 1834 ; Гравировано въ С. Петербургѣ 1841 года,"Black Sea, south coast, Rion River, 1891",Nautical charts -- Black Sea;  Coasts -- Turkey -- Maps;  Coasts -- Georgia (Republic) -- Maps;  Harbors -- Georgia (Republic) -- Pʻotʻi -- Maps;  Black Sea -- Maps;,Russia Chart 6 1891,agsmap027576,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27388
27389,"E0363000,E0424000,N0451000,N0420000",Karta Vostochnago Berega Chernago Mori︠a︡ otʺ Mysa Takly do Ri︠e︡ki Rīona ; List 5 / Opisi Kapitanʺ-Leĭtenanta E. Manganari. 1834 ; Gravirovano vʺ S. Peterburgi︠e︡ 1840 goda; Карта Восточного Берега Черного Моря отъ Мыса Таклы до Рѣки Ріона ; Лист 5 / Описи Капитанъ-Лейтенанта Е. Манганари. 1834 ; Гравировано въ С. Петербургѣ 1840 года,"Black Sea, east coast, Rion River, 1891",Nautical charts -- Black Sea;  Coasts -- Georgia (Republic) -- Maps;  Coasts -- Russia -- Maps;  Coasts -- Ukraine -- Crimea -- Maps;  Coasts -- Georgia (Republic) -- Abkhazia -- Maps;  Black Sea -- Maps;  Rioni River (Georgia) -- Maps;,Russia Chart 5 1891,agsmap027574,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27389
27390,"E0285900,E0374400,N0421100,N0404700",Karta chasti I︠U︡zhnago Berega Chernago Mori︠a︡ otʺ Konstantinopolʹskogo Proliza do Mysa Kérempe ; List 8 / Opisi Kapitanʺ-Leĭtenanta E. Manganari. 1834 ; Gravirovano vʺ S. Peterburgi︠e︡ 1840 goda; Карта части Южнаго Берега Черного Моря отъ Константинопольского Пролива до Мыса Ке́ремпе ; Лист 8 / Описи Капитанъ-Лейтенанта Е. Манганари. 1834 ; Гравировано въ С. Петербургѣ 1840 года,"Black Sea, south coast, Bosporus, 1891",Nautical charts -- Black Sea;  Coasts -- Turkey -- Maps;  Coasts -- Turkey -- Bosporus -- Maps;  Black Sea -- Maps;,Russia Chart 8 1891,agsmap027580,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27390
27391,"E0331800,E0374800,N0421100,N0405900",Karta chasti I︠U︡zhnago Berega Chernago Mori︠a︡ otʺ Mysa Kerempe do Mysa I︠A︡zona ; List 7 / Opisi Kapitanʺ-Leĭtenanta E. Manganari. 1834 ; Gravirovano vʺ S. Peterburgi︠e︡ 1840 goda; Карта части Южнаго Берега Черного Моря отъ Мыса Керемпе до Мыса Язона ; Лист 7 / Описи Капитанъ-Лейтенанта Е. Манганари. 1834 ; Гравировано въ С. Петербургѣ 1840 года,"Black Sea, south coast, 1891",Nautical charts -- Black Sea;  Coasts -- Turkey -- Maps;  Black Sea -- Maps;,Russia Chart 7 1891,agsmap027578,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27391
27392,"E0363000,E0424000,N0451000,N0420000",Vostochnyĭ Bereg Chernogo Mori︠a︡ ot Mysa Takly do reki Rion. ; List 5 / Sostavleno v 1840 g. po opisi E. Manganari 1834 g; Восточный Берег Черного Моря от Мыса Таклы до реки Рион. ; Лист 5 / Составлено в 1840 г. по описи Е. Манганари 1834 г,"Black Sea, east coast, Rion River, 1927",Nautical charts -- Black Sea;  Coasts -- Russia -- Maps;  Coasts -- Georgia -- Maps;  Coasts -- Ukraine -- Crimea -- Maps;  Coasts -- Georgia (Republic) -- Abkhazia -- Maps;  Black Sea -- Maps;,Russia Chart 5 1927,agsmap027573,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27392
27393,"E0330500,E0373000,N0452600,N0440400",Karta Chasti Si︠e︡vernago Berega Chernago Mori︠a︡ otʺ Mysa Khersonesa do Tamany. ; List 4 / Opisi Kapitanʺ-Leĭtenanta E. Manganari. ; 1836 ; Gravirovano vʺ S. Peterburgi︠e︡ 1840 goda; Карта части Сѣвернаго Берега Черного Моря отъ Мыса Херсонеса до Таманы. ; Лист 4 / Описи Капитанъ-Лейтенанта Е. Манганари. ; 1836 ; Гравировано въ С. Петербургѣ 1840 года,"Black Sea, north coast, 1891",Nautical charts -- Black Sea;  Nautical charts -- Russia;  Nautical charts -- Ukraine;  Coasts -- Black Sea -- Maps;  Coasts -- Russia -- Maps;  Coasts -- Ukraine -- Crimea -- Maps;,Russia Chart 4 1891,agsmap027572,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27393
27394,"E0331800,E0374800,N0421100,N0405900",Chastʹ I︠U︡zhnogo Berega Chernogo Mori︠a︡ ot Mysa Kerempe do I︠A︡zion ; List 7 / Sostavleno v 1840 g. po opisi E. Manganari 1834 g; Часть Южного Берега Черного Моря от Мыса Керемпе до Мыса Язион ; Лист 7 / Составлено в 1840 г. по описи Е. Манганари 1834 г,"Black Sea, south coast, 1927",Nautical charts -- Black Sea;  Coasts -- Turkey -- Maps;  Black Sea -- Maps;,Russia Chart 7 1927,agsmap027577,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27394
27395,"E0271200,E0293500,N0433500,N0404700",Chastʹ Zapadnogo Berega Chernogo Mori︠a︡ Mysa Kaliakry do Konstantinopolʹskogo Proliva ; List 9 / Sostavleno v 1841 g. po opisi E. Manganari 1834 g; Часть Западного Берега Черного Моря Мыса Калиакры до Константинопольского Пролива ; Лист 9 / Составлено в 1841 г. по описи Е. Манганари 1834 г,"Black Sea, west coast, Kaliakra and Bosporus, 1927",Nautical charts -- Black Sea;  Coasts -- Bulgaria -- Maps;  Coasts -- Turkey -- Maps;  Black Sea -- Maps;,Russia Chart 9 1927,agsmap027581,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27395
27396,"E0271200,E0293500,N0433500,N0404700",Karta Chasti Zapadnogo Berega Chernogo otʺ Mori︠a︡ Mysa Kaliakry do Konstantinopolʹskogo Proliva ; List 9 / Opisi Kapitanʺ-Leĭtenanta E. Manganari. ; 1834 ; Gravirovano vʺ S. Peterburgi︠e︡ 1840 goda; Карта Части Западного Берега Черного Моря отъ Мыса Калиакры до Константинопольского Пролива. ; Лист 9 / Описи Капитанъ-Лейтенанта Е. Манганари ; 1834 ; Гравировано въ С. Петербургѣ 1840 года,"Black Sea, west coast, Kaliakra and Bosporus, 1891",Nautical charts -- Black Sea;  Coasts -- Bulgaria -- Maps;  Coasts -- Turkey -- Maps;  Black Sea -- Maps;,Russia Chart 9 1891,agsmap027582,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27396
27397,"E0284500,E0333000,N0424500,N0403500",Chastʹ I︠U︡zhnogo Berega Chernogo Mori︠a︡ ot Konstantinopolʹskogo Proliva do Mysa Kerempe. ; List 8 / Sostavleno v 1840 g. po opisi E. Manganari 1834 g; Часть Южного Берега Черного Моря от Константинопольского Пролива до Мыса Керемпе. ; Лист 8 / Составлено в 1840 г. по описи Е. Манганари 1834 г,"Black Sea, south coast, Bosporus, 1927",Nautical charts -- Black Sea;  Coasts -- Turkey -- Maps;  Black Sea -- Maps;,Russia Chart 8 1927,agsmap027579,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27397
27398,"E0374500,E0423000,N0424000,N0400000",I︠U︡zhnyĭ Bereg Chernogo Mori︠a︡ ot Mysa I︠A︡zon do reki Rion / Sostavleno v 1841 g. po opisi E. Manganari 1834 g; Южный Берег Черного Моря от Мыса Язон до реки Рион / Составлено в 1841 г. по описи Е. Манганари 1834 г,"Black Sea, south coast, Rion River 1927",Nautical charts -- Black Sea;  Black Sea -- Maps;  Georgia (Republic) -- Maps;  Turkey -- Maps;  Pʻotʻi (Georgia) -- Maps;  Rioni River (Georgia) -- Maps;,Russia Chart 6 1927,agsmap027575,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27398
27403,"E0282400,E0305300,N0463400,N0432000",Karta chasti zapadnago Berega Chernago Mori︠a︡ Odessy do otʺ Mysa Kalīakry ; List 10 / Opisi Kapitanʺ-Leĭtenanta E. Manganari. ; 1836 ; Gravirovano vʺ S. Peterburgi︠e︡ 1840 goda; Карта части западнаго Берега Черного Моря Одессы до отъ Мыса Каліакры ; Лист 10 / Описи Капитанъ-Лейтенанта Е. Манганари. ; 1836 ; Гравировано въ С. Петербургѣ 1840 года,"Black Sea, west coast, Odessa and Kaliakra, 1891",Nautical charts -- Black Sea;  Coasts -- Black Sea -- Maps;  Coasts -- Bulgaria -- Maps;  Coasts -- Ukraine -- Maps;  Zmiïnyĭ Island (Ukraine) -- Maps;,Russia Chart 10 1891,agsmap027583,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27403
27407,"E0331914,E0333853,N0443824,N0443311",Sevastopolʹskiĭ portʹ vʺ Drevnosti Ktenusʺ Tatarami nazyvalsi︠a︡ Akhtīarʺ / Opisi Kapitanʺ-Leĭtenanta E. Manganari. ; 1834 ; Gravirovano vʺ S. Peterburgi︠e︡ 1841 goda; Севастопольский порть въ Древности Ктенусъ Татарами назывался Ахтіаръ / Описи Капитанъ-Лейтенанта Е. Манганари. ; 1834 ; Гравировано въ С. Петербургѣ 1841 года,"Black Sea, Sevastopol, 1891",Nautical charts -- Black Sea;  Coasts -- Ukraine -- Crimea -- Maps;  Harbors -- Ukraine -- Sevastopolʹ -- Maps;  Harbors -- Ukraine -- I︠E︡vpatorii︠a︡ -- Maps;  Black Sea -- Maps;,Russia Chart 11 1891,agsmap027584,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27407
27434,"E0190400,E0212000,N0605200,N0592700",Karta vkhoda vʺ Marīekhamnʺ vʺ zalivi︠e︡ Svibi︠u︡-Vikʺ na Ostrovi︠e︡ Olandʺ / sostavlena sʺ opisi 1857 goda i Gravirovana vʺ Gidrograficheskom departamenti︠e︡ Morskago ministerstva vʺ 1860 g = Karta öfver Inloppet till Mariehamn vid Sviby-Vik på Åland / upprättad genom Finska Lots Öfver Styrelsens försorg under loppet af sommaren ar 1857; Карта входа въ Маріехамнъ въ заливѣ Свибю-Викъ на Остовѣ Оландъ / составлена съ описи 1857 года и Гравирована въ Гидрографическомъ департаментѣ Морскаго министерства въ 1860 г; Karta öfver Inloppet till Mariehamn vid Sviby-Vik på Åland / upprättad genom Finska Lots Öfver Styrelsens försorg under loppet af sommaren ar 1857,"Finland, Åland, 1891","Nautical charts -- Baltic Sea -- Maps;  Nautical charts -- Bothnia, Gulf of -- Maps;  Nautical charts -- Finland -- Åland -- Maps;  Coasts -- Finland -- Åland -- Maps;  Baltic Sea -- Maps;  Bothnia, Gulf of -- Maps;  Åland (Finland) -- Maps;",Russia Chart 92 1891,agsmap027600,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27434
27435,"E0234100,E0252700,N0645100,N0641900",Karta vkhoda vʺ Bragestadʺ / sostavlena sʺ opisi 1857 goda i Gravirovana vʺ Gidrograficheskom departamenti︠e︡ Morskago ministerstva vʺ 1858 g; Карта входа въ Брагестадъ / составлена съ описи 1853 года и Гравирована въ Гидрографическомъ департаментѣ Морскаго министерства въ 1858 г; Karta öfver Inloppen till Brahestad / upprättad genom Finska Lots Öfverstyrelsens försorg under loppet af sommaren ar 1853,"Finland, Raahe, 1892","Nautical charts -- Baltic Sea -- Maps;  Nautical charts -- Bothnia, Gulf of -- Maps;  Coasts -- Finland -- Raahe -- Maps;  Harbors -- Finland -- Raahe -- Maps;  Bothnia, Gulf of -- Maps;",Russia Chart 94 1892,agsmap027601,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27435
27440,"W0732900,W0730400,N0450200,N0433200",Lake Champlain / United States Coast and Geodetic Survey.,"Lake Champlain 1879, 1882","Nautical charts -- Champlain, Lake; Champlain, Lake -- Maps","Nautical Charts   USC&GS no. 553, 554, 555, 556",am005827 - am005830,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27440
27464,"E0401250,E0410610,S0103900,S0115340","Sheet VII, Africa, east coast, Ras Pekawi to Cape Delgado including the north parts of the Kerimba Islands / surveyed by Liutenant Commanding, F.J. Gray, R.N. and the officers of H.M.S. Nassau, 1875 ; published at the Admiralty 27th Novr. 1876 ; Engraved by Davies & Company",Mozambique 1916,Nautical charts -- Mozambique; Coasts -- Mozambique -- Maps;,Nautical Charts   BA 658 1916,am003726,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27464
27782,"E0305400,E0314500,N0583500,N0580000",Karta ozera Ilʹmeni︠a︡ s oznachenīem vodnago puti mezhdu Novgorodomʺ i Staroĭ Russkoĭ sostavlena sʺ topograficheskoĭ sʺëmki 1860 - 1862 g. g. i sʺ morskikh opiseĭ 1818 i 1823 godovʺ. / Izdanʺ Gidrograficheskimʺ Departamentom vʺ 1870 godu ; Sostavli︠a︡l i chertilʺ Poruchikʺ Popovʺ ; Korrektirovalʺ Poruchikʺ Kozyminʺ ; Pechatano sʺ kamni︠a︡ Gidrograficheskomʺ Departamenti︠e︡ M. M. vʺ 1870 godu; Карта озера Ильменя съ означеніемъ воднаго пути между Новгородомъ и Старой Русской составлена съ топографической съёмки 1860 - 1862 г. г. и съ морскихъ описей 1818 и 1823 годовъ. / Изданъ Гидрографическимъ Департаментомъ въ 1870 году ; Составлялъ и чертилъ Поручик Поповъ ; Корректировалъ Поручикъ Козыминъ ; Печатано съ камня Гидрографическомъ Департаментѣ М. М. въ 1870 году,"Russia, Lake Ilmen, 1870","Nautical charts -- Russia (Federation) -- Ilmen, Lake -- Maps; Harbors -- Russia (Federation) -- Ilmen, Lake -- Maps; Coasts -- Russia (Federation) -- Ilmen, Lake -- Maps; Lakes -- Russia (Federation) -- Novgorodskai︠a︡ oblastʹ -- Maps; Harbors -- Russia (Federation) -- Velikiĭ Novgorod -- Maps; Ilmen, Lake (Russia) -- Maps; Velikiĭ Novgorod (Russia) -- Maps; Starai︠a︡ Russa (Russia) -- Maps;",Russia Chart Ilmen Lake 1870,agsmap027670 (s1-s2),http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/27782
